consult_id,difficulty,channel,resolved
S01010,복잡,챗봇,False
S00194,단순,챗봇,True
S00441,단순,챗봇,False
S00574,단순,챗봇,False
S00947,단순,상담원,False
S00998,단순,상담원,True
S00504,단순,챗봇,True
S00606,단순,챗봇,True
S01717,복잡,상담원,True
S01164,복잡,상담원,False
S01787,복잡,상담원,False
S00847,단순,챗봇,False
S00004,단순,챗봇,True
S01287,복잡,상담원,True
S01223,복잡,상담원,True
S00468,단순,챗봇,True
S00322,단순,챗봇,False
S00006,단순,챗봇,True
S00223,단순,챗봇,True
S01375,복잡,상담원,False
S00548,단순,챗봇,True
S00229,단순,챗봇,True
S00040,단순,챗봇,True
S00543,단순,챗봇,True
S00243,단순,챗봇,True
S00899,단순,챗봇,True
S01134,복잡,상담원,True
S01449,복잡,상담원,False
S01869,복잡,상담원,True
S00843,단순,챗봇,True
S01419,복잡,상담원,False
S01654,복잡,상담원,False
S01970,복잡,상담원,False
S00662,단순,챗봇,True
S01211,복잡,상담원,True
S00315,단순,챗봇,True
S00692,단순,챗봇,True
S01504,복잡,상담원,False
S00425,단순,챗봇,True
S00595,단순,챗봇,False
S01964,복잡,상담원,False
S00623,단순,챗봇,True
S01171,복잡,상담원,False
S01044,복잡,챗봇,False
S00228,단순,챗봇,True
S01118,복잡,상담원,False
S01332,복잡,상담원,False
S01316,복잡,상담원,True
S00067,단순,챗봇,True
S00025,단순,챗봇,True
S00145,단순,챗봇,True
S00537,단순,챗봇,True
S00812,단순,챗봇,True
S01467,복잡,상담원,False
S00086,단순,챗봇,True
S01661,복잡,상담원,False
S01646,복잡,상담원,False
S01805,복잡,상담원,False
S01818,복잡,상담원,False
S01577,복잡,상담원,False
S01145,복잡,상담원,True
S00363,단순,챗봇,True
S01612,복잡,상담원,False
S01866,복잡,상담원,False
S01027,복잡,챗봇,False
S01031,복잡,챗봇,True
S01304,복잡,상담원,True
S01356,복잡,상담원,False
S01731,복잡,상담원,False
S00666,단순,챗봇,True
S00365,단순,챗봇,True
S00078,단순,챗봇,True
S00028,단순,챗봇,True
S01437,복잡,상담원,False
S00526,단순,챗봇,False
S01835,복잡,상담원,True
S00056,단순,챗봇,True
S00639,단순,챗봇,True
S00303,단순,챗봇,True
S00719,단순,챗봇,True
S00625,단순,챗봇,False
S00008,단순,챗봇,False
S00804,단순,챗봇,True
S01050,복잡,챗봇,True
S00337,단순,챗봇,True
S00048,단순,챗봇,True
S01764,복잡,상담원,True
S00107,단순,챗봇,True
S00350,단순,챗봇,True
S01080,복잡,챗봇,False
S00239,단순,챗봇,False
S00214,단순,챗봇,True
S01776,복잡,상담원,True
S01139,복잡,상담원,False
S00794,단순,챗봇,True
S01587,복잡,상담원,False
S01583,복잡,상담원,False
S01672,복잡,상담원,False
S00524,단순,챗봇,True
S00233,단순,챗봇,True
S00645,단순,챗봇,True
S01508,복잡,상담원,False
S00534,단순,챗봇,True
S01942,복잡,상담원,True
S00604,단순,챗봇,True
S01330,복잡,상담원,True
S01075,복잡,챗봇,False
S01305,복잡,상담원,False
S00061,단순,챗봇,True
S01264,복잡,상담원,True
S00093,단순,챗봇,True
S00667,단순,챗봇,True
S00281,단순,챗봇,True
S01114,복잡,상담원,False
S00360,단순,챗봇,True
S01129,복잡,상담원,True
S01170,복잡,상담원,True
S00848,단순,챗봇,True
S01522,복잡,상담원,False
S00111,단순,챗봇,True
S00043,단순,챗봇,True
S00126,단순,챗봇,True
S00205,단순,챗봇,True
S00053,단순,챗봇,True
S00546,단순,챗봇,True
S00069,단순,챗봇,True
S01741,복잡,상담원,False
S01548,복잡,상담원,False
S00184,단순,챗봇,True
S00138,단순,챗봇,True
S00900,단순,챗봇,True
S00797,단순,챗봇,True
S00133,단순,챗봇,True
S00081,단순,챗봇,True
S01987,복잡,상담원,False
S01541,복잡,상담원,False
S00542,단순,챗봇,True
S01669,복잡,상담원,False
S00984,단순,상담원,True
S00166,단순,챗봇,True
S00249,단순,챗봇,True
S00447,단순,챗봇,True
S01515,복잡,상담원,True
S00859,단순,챗봇,True
S01212,복잡,상담원,False
S00098,단순,챗봇,True
S01974,복잡,상담원,True
S00738,단순,챗봇,True
S01256,복잡,상담원,False
S00103,단순,챗봇,True
S00435,단순,챗봇,True
S00075,단순,챗봇,True
S01792,복잡,상담원,False
S01235,복잡,상담원,False
S00919,단순,상담원,True
S01712,복잡,상담원,False
S01671,복잡,상담원,True
S01621,복잡,상담원,True
S00763,단순,챗봇,True
S00990,단순,상담원,True
S00389,단순,챗봇,True
S00236,단순,챗봇,True
S01507,복잡,상담원,False
S00268,단순,챗봇,False
S01188,복잡,상담원,False
S00118,단순,챗봇,True
S01607,복잡,상담원,False
S00674,단순,챗봇,True
S00250,단순,챗봇,True
S01453,복잡,상담원,True
S01995,복잡,상담원,True
S00095,단순,챗봇,True
S00034,단순,챗봇,True
S01464,복잡,상담원,False
S01668,복잡,상담원,True
S00449,단순,챗봇,True
S00717,단순,챗봇,False
S01810,복잡,상담원,False
S01518,복잡,상담원,True
S00001,단순,챗봇,True
S01376,복잡,상담원,False
S01102,복잡,상담원,True
S01109,복잡,상담원,True
S01227,복잡,상담원,False
S00083,단순,챗봇,True
S01289,복잡,상담원,True
S00677,단순,챗봇,True
S01921,복잡,상담원,True
S01047,복잡,챗봇,False
S00771,단순,챗봇,True
S01947,복잡,상담원,False
S01281,복잡,상담원,True
S01581,복잡,상담원,True
S01489,복잡,상담원,True
S00405,단순,챗봇,True
S01728,복잡,상담원,True
S01299,복잡,상담원,False
S01341,복잡,상담원,True
S00105,단순,챗봇,True
S00689,단순,챗봇,True
S01306,복잡,상담원,True
S00827,단순,챗봇,True
S00063,단순,챗봇,True
S00853,단순,챗봇,True
S01354,복잡,상담원,True
S00224,단순,챗봇,True
S00146,단순,챗봇,True
S01089,복잡,챗봇,True
S00374,단순,챗봇,True
S01421,복잡,상담원,True
S01143,복잡,상담원,False
S01827,복잡,상담원,True
S01495,복잡,상담원,True
S01602,복잡,상담원,False
S01271,복잡,상담원,False
S00010,단순,챗봇,True
S00450,단순,챗봇,True
S00709,단순,챗봇,True
S00256,단순,챗봇,True
S00883,단순,챗봇,True
S00390,단순,챗봇,True
S00909,단순,상담원,True
S00925,단순,상담원,True
S01704,복잡,상담원,False
S01233,복잡,상담원,False
S00461,단순,챗봇,True
S01270,복잡,상담원,False
S01760,복잡,상담원,True
S01169,복잡,상담원,False
S00959,단순,상담원,True
S00502,단순,챗봇,True
S00740,단순,챗봇,False
S01850,복잡,상담원,True
S00869,단순,챗봇,True
S00732,단순,챗봇,True
S00540,단순,챗봇,True
S01202,복잡,상담원,True
S00698,단순,챗봇,True
S01393,복잡,상담원,False
S01377,복잡,상담원,False
S01146,복잡,상담원,False
S01032,복잡,챗봇,False
S00373,단순,챗봇,True
S00668,단순,챗봇,True
S01526,복잡,상담원,True
S00358,단순,챗봇,True
S00968,단순,상담원,True
S00784,단순,챗봇,True
S00736,단순,챗봇,True
S01036,복잡,챗봇,False
S00971,단순,상담원,True
S01525,복잡,상담원,False
S01487,복잡,상담원,False
S01524,복잡,상담원,False
S01491,복잡,상담원,False
S01643,복잡,상담원,True
S01253,복잡,상담원,True
S01694,복잡,상담원,False
S01750,복잡,상담원,False
S01237,복잡,상담원,False
S00886,단순,챗봇,True
S00080,단순,챗봇,True
S01173,복잡,상담원,False
S00815,단순,챗봇,True
S01286,복잡,상담원,True
S00672,단순,챗봇,True
S01532,복잡,상담원,False
S00058,단순,챗봇,True
S00134,단순,챗봇,True
S01141,복잡,상담원,True
S00934,단순,상담원,False
S01685,복잡,상담원,False
S00824,단순,챗봇,True
S01215,복잡,상담원,True
S00505,단순,챗봇,True
S01775,복잡,상담원,True
S00348,단순,챗봇,True
S00387,단순,챗봇,False
S01025,복잡,챗봇,False
S00895,단순,챗봇,True
S00829,단순,챗봇,False
S01893,복잡,상담원,False
S00476,단순,챗봇,True
S01471,복잡,상담원,False
S01448,복잡,상담원,False
S01582,복잡,상담원,True
S00653,단순,챗봇,True
S00173,단순,챗봇,True
S01150,복잡,상담원,False
S00039,단순,챗봇,True
S00714,단순,챗봇,True
S00091,단순,챗봇,True
S01937,복잡,상담원,True
S01206,복잡,상담원,False
S00876,단순,챗봇,True
S01352,복잡,상담원,True
S01890,복잡,상담원,True
S01094,복잡,챗봇,False
S01156,복잡,상담원,True
S01782,복잡,상담원,True
S01959,복잡,상담원,False
S00500,단순,챗봇,True
S00339,단순,챗봇,True
S01189,복잡,상담원,False
S00029,단순,챗봇,True
S01218,복잡,상담원,False
S01400,복잡,상담원,False
S01821,복잡,상담원,True
S00946,단순,상담원,True
S00170,단순,챗봇,True
S01405,복잡,상담원,True
S01198,복잡,상담원,True
S01254,복잡,상담원,True
S01614,복잡,상담원,False
S00913,단순,상담원,True
S00492,단순,챗봇,True
S00954,단순,상담원,True
S01098,복잡,챗봇,True
S01033,복잡,챗봇,False
S00588,단순,챗봇,True
S00751,단순,챗봇,True
S00658,단순,챗봇,True
S00235,단순,챗봇,True
S00733,단순,챗봇,True
S01989,복잡,상담원,True
S01633,복잡,상담원,False
S01157,복잡,상담원,True
S01470,복잡,상담원,False
S01425,복잡,상담원,False
S01628,복잡,상담원,False
S00935,단순,상담원,True
S01210,복잡,상담원,True
S01066,복잡,챗봇,False
S00109,단순,챗봇,True
S01543,복잡,상담원,False
S00569,단순,챗봇,True
S01168,복잡,상담원,False
S01175,복잡,상담원,False
S00891,단순,챗봇,True
S00948,단순,상담원,True
S01049,복잡,챗봇,False
S01353,복잡,상담원,True
S01778,복잡,상담원,False
S01447,복잡,상담원,True
S00885,단순,챗봇,True
S01673,복잡,상담원,False
S00851,단순,챗봇,True
S00735,단순,챗봇,True
S00718,단순,챗봇,True
S00455,단순,챗봇,True
S00265,단순,챗봇,True
S00076,단순,챗봇,True
S01658,복잡,상담원,True
S00445,단순,챗봇,True
S00396,단순,챗봇,True
S00177,단순,챗봇,True
S01043,복잡,챗봇,False
S01736,복잡,상담원,False
S01402,복잡,상담원,True
S01381,복잡,상담원,False
S00596,단순,챗봇,True
S00062,단순,챗봇,False
S01297,복잡,상담원,False
S00873,단순,챗봇,True
S01490,복잡,상담원,False
S01879,복잡,상담원,False
S00279,단순,챗봇,True
S00037,단순,챗봇,False
S01976,복잡,상담원,True
S00663,단순,챗봇,True
S01954,복잡,상담원,False
S01445,복잡,상담원,True
S00978,단순,상담원,True
S01572,복잡,상담원,False
S00739,단순,챗봇,True
S00192,단순,챗봇,True
S00920,단순,상담원,True
S00457,단순,챗봇,True
S00676,단순,챗봇,False
S00761,단순,챗봇,True
S01808,복잡,상담원,True
S01603,복잡,상담원,False
S00729,단순,챗봇,True
S00413,단순,챗봇,True
S01099,복잡,챗봇,True
S00826,단순,챗봇,True
S01640,복잡,상담원,False
S00617,단순,챗봇,True
S00115,단순,챗봇,True
S00418,단순,챗봇,True
S01911,복잡,상담원,False
S00970,단순,상담원,True
S00605,단순,챗봇,True
S01919,복잡,상담원,True
S00090,단순,챗봇,True
S00849,단순,챗봇,True
S01520,복잡,상담원,True
S01918,복잡,상담원,False
S00754,단순,챗봇,True
S00499,단순,챗봇,True
S01277,복잡,상담원,False
S01326,복잡,상담원,False
S00012,단순,챗봇,True
S00397,단순,챗봇,True
S00285,단순,챗봇,True
S01067,복잡,챗봇,False
S01192,복잡,상담원,True
S01745,복잡,상담원,False
S00691,단순,챗봇,True
S01753,복잡,상담원,False
S01876,복잡,상담원,True
S00690,단순,챗봇,True
S00852,단순,챗봇,True
S00160,단순,챗봇,True
S00896,단순,챗봇,True
S01576,복잡,상담원,True
S00258,단순,챗봇,True
S00336,단순,챗봇,True
S01880,복잡,상담원,True
S01040,복잡,챗봇,True
S00516,단순,챗봇,True
S01349,복잡,상담원,False
S01016,복잡,챗봇,False
S00769,단순,챗봇,True
S01747,복잡,상담원,False
S00762,단순,챗봇,False
S01247,복잡,상담원,True
S01204,복잡,상담원,True
S01468,복잡,상담원,False
S01984,복잡,상담원,True
S00522,단순,챗봇,True
S00023,단순,챗봇,True
S00357,단순,챗봇,True
S01278,복잡,상담원,False
S01313,복잡,상담원,False
S01683,복잡,상담원,True
S00341,단순,챗봇,True
S00432,단순,챗봇,True
S00474,단순,챗봇,True
S00218,단순,챗봇,True
S00912,단순,상담원,True
S01228,복잡,상담원,False
S01597,복잡,상담원,False
S01012,복잡,챗봇,True
S01950,복잡,상담원,False
S00094,단순,챗봇,True
S01009,복잡,챗봇,False
S01071,복잡,챗봇,False
S01093,복잡,챗봇,True
S01915,복잡,상담원,False
S01309,복잡,상담원,False
S00697,단순,챗봇,True
S01828,복잡,상담원,False
S00997,단순,상담원,True
S00154,단순,챗봇,True
S01100,복잡,챗봇,False
S01719,복잡,상담원,False
S01998,복잡,상담원,False
S00790,단순,챗봇,True
S00581,단순,챗봇,True
S00704,단순,챗봇,True
S01213,복잡,상담원,False
S01296,복잡,상담원,True
S01666,복잡,상담원,True
S01261,복잡,상담원,True
S00488,단순,챗봇,True
S00560,단순,챗봇,True
S01142,복잡,상담원,False
S01120,복잡,상담원,True
S00802,단순,챗봇,False
S00513,단순,챗봇,True
S00634,단순,챗봇,True
S01922,복잡,상담원,False
S01788,복잡,상담원,True
S01546,복잡,상담원,False
S01151,복잡,상담원,True
S00791,단순,챗봇,True
S00117,단순,챗봇,True
S00741,단순,챗봇,False
S01691,복잡,상담원,True
S01082,복잡,챗봇,True
S00831,단순,챗봇,True
S00120,단순,챗봇,True
S00657,단순,챗봇,True
S01908,복잡,상담원,True
S00636,단순,챗봇,True
S00370,단순,챗봇,True
S00269,단순,챗봇,True
S00656,단순,챗봇,True
S00936,단순,상담원,True
S00823,단순,챗봇,True
S00867,단순,챗봇,True
S00047,단순,챗봇,True
S01374,복잡,상담원,True
S01709,복잡,상담원,False
S00992,단순,상담원,True
S00877,단순,챗봇,True
S00774,단순,챗봇,True
S01220,복잡,상담원,True
S02000,복잡,상담원,True
S00005,단순,챗봇,True
S01004,복잡,챗봇,False
S01724,복잡,상담원,False
S00264,단순,챗봇,True
S01570,복잡,상담원,True
S01831,복잡,상담원,True
S00444,단순,챗봇,True
S01003,복잡,챗봇,False
S01078,복잡,챗봇,False
S00838,단순,챗봇,True
S01791,복잡,상담원,False
S00305,단순,챗봇,True
S01366,복잡,상담원,True
S01558,복잡,상담원,True
S00314,단순,챗봇,True
S00150,단순,챗봇,True
S01149,복잡,상담원,False
S01214,복잡,상담원,True
S00575,단순,챗봇,True
S00051,단순,챗봇,True
S01553,복잡,상담원,False
S00727,단순,챗봇,True
S00834,단순,챗봇,True
S01378,복잡,상담원,True
S01116,복잡,상담원,True
S01167,복잡,상담원,False
S00471,단순,챗봇,True
S00972,단순,상담원,True
S00654,단순,챗봇,True
S00400,단순,챗봇,True
S00512,단순,챗봇,True
S00321,단순,챗봇,True
S00020,단순,챗봇,True
S00685,단순,챗봇,True
S00036,단순,챗봇,True
S00903,단순,상담원,True
S01779,복잡,상담원,False
S00828,단순,챗봇,True
S01854,복잡,상담원,False
S00408,단순,챗봇,False
S00921,단순,상담원,True
S00538,단순,챗봇,True
S00759,단순,챗봇,True
S01905,복잡,상담원,False
S01063,복잡,챗봇,False
S01200,복잡,상담원,False
S00246,단순,챗봇,True
S01417,복잡,상담원,False
S01128,복잡,상담원,False
S00785,단순,챗봇,False
S01743,복잡,상담원,False
S00490,단순,챗봇,True
S00155,단순,챗봇,True
S00962,단순,상담원,True
S00854,단순,챗봇,True
S01312,복잡,상담원,True
S00626,단순,챗봇,True
S00686,단순,챗봇,True
S01562,복잡,상담원,True
S00570,단순,챗봇,True
S01909,복잡,상담원,False
S00018,단순,챗봇,True
S00128,단순,챗봇,True
S01347,복잡,상담원,False
S01280,복잡,상담원,False
S01969,복잡,상담원,False
S00928,단순,상담원,True
S00981,단순,상담원,True
S01965,복잡,상담원,False
S00191,단순,챗봇,True
S01140,복잡,상담원,False
S00993,단순,상담원,True
S01956,복잡,상담원,True
S01657,복잡,상담원,False
S00607,단순,챗봇,False
S00181,단순,챗봇,True
S00302,단순,챗봇,True
S00497,단순,챗봇,True
S01721,복잡,상담원,True
S01710,복잡,상담원,True
S01888,복잡,상담원,False
S01992,복잡,상담원,False
S00518,단순,챗봇,True
S01985,복잡,상담원,False
S01070,복잡,챗봇,False
S00477,단순,챗봇,True
S00158,단순,챗봇,True
S01244,복잡,상담원,True
S01196,복잡,상담원,False
S00017,단순,챗봇,False
S01536,복잡,상담원,False
S01073,복잡,챗봇,False
S01972,복잡,상담원,True
S00547,단순,챗봇,False
S01540,복잡,상담원,True
S00659,단순,챗봇,True
S01626,복잡,상담원,False
S01020,복잡,챗봇,False
S01663,복잡,상담원,False
S01505,복잡,상담원,False
S00960,단순,상담원,False
S01882,복잡,상담원,True
S00284,단순,챗봇,True
S00798,단순,챗봇,True
S01627,복잡,상담원,False
S00226,단순,챗봇,True
S00027,단순,챗봇,True
S01771,복잡,상담원,True
S00438,단순,챗봇,True
S01949,복잡,상담원,False
S01389,복잡,상담원,False
S00230,단순,챗봇,True
S00038,단순,챗봇,False
S00750,단순,챗봇,True
S01046,복잡,챗봇,True
S01399,복잡,상담원,False
S00470,단순,챗봇,True
S01693,복잡,상담원,True
S01968,복잡,상담원,True
S00688,단순,챗봇,True
S01844,복잡,상담원,True
S00640,단순,챗봇,False
S01713,복잡,상담원,True
S01219,복잡,상담원,True
S01159,복잡,상담원,True
S01416,복잡,상담원,True
S01528,복잡,상담원,True
S01656,복잡,상담원,False
S01301,복잡,상담원,True
S01823,복잡,상담원,True
S00801,단순,챗봇,True
S01604,복잡,상담원,True
S00161,단순,챗봇,True
S00957,단순,상담원,True
S01187,복잡,상담원,False
S00822,단순,챗봇,True
S01682,복잡,상담원,False
S00878,단순,챗봇,True
S00914,단순,상담원,True
S00153,단순,챗봇,True
S01871,복잡,상담원,True
S01777,복잡,상담원,False
S00510,단순,챗봇,True
S01136,복잡,상담원,True
S01251,복잡,상담원,False
S01684,복잡,상담원,True
S00104,단순,챗봇,True
S01446,복잡,상담원,True
S01444,복잡,상담원,True
S00587,단순,챗봇,True
S01769,복잡,상담원,False
S01144,복잡,상담원,True
S00054,단순,챗봇,True
S00152,단순,챗봇,False
S00404,단순,챗봇,False
S01943,복잡,상담원,False
S00208,단순,챗봇,True
S01895,복잡,상담원,False
S01123,복잡,상담원,False
S01891,복잡,상담원,False
S00009,단순,챗봇,True
S01015,복잡,챗봇,False
S01907,복잡,상담원,False
S01061,복잡,챗봇,False
S00453,단순,챗봇,True
S00254,단순,챗봇,True
S01328,복잡,상담원,False
S00897,단순,챗봇,False
S01734,복잡,상담원,False
S00881,단순,챗봇,True
S01596,복잡,상담원,False
S01889,복잡,상담원,False
S00624,단순,챗봇,False
S00346,단순,챗봇,True
S01703,복잡,상담원,False
S00263,단순,챗봇,True
S01635,복잡,상담원,True
S01322,복잡,상담원,True
S01439,복잡,상담원,False
S00151,단순,챗봇,True
S00473,단순,챗봇,True
S00641,단순,챗봇,True
S01983,복잡,상담원,False
S01883,복잡,상담원,True
S00551,단순,챗봇,True
S01780,복잡,상담원,True
S00929,단순,상담원,True
S00489,단순,챗봇,True
S01812,복잡,상담원,True
S01172,복잡,상담원,True
S00147,단순,챗봇,True
S01705,복잡,상담원,True
S01929,복잡,상담원,False
S00403,단순,챗봇,True
S00955,단순,상담원,True
S01878,복잡,상담원,False
S00660,단순,챗봇,True
S01373,복잡,상담원,False
S00464,단순,챗봇,True
S01350,복잡,상담원,False
S00187,단순,챗봇,True
S01148,복잡,상담원,True
S01225,복잡,상담원,True
S00609,단순,챗봇,True
S00144,단순,챗봇,True
S00752,단순,챗봇,False
S01535,복잡,상담원,False
S00982,단순,상담원,True
S00198,단순,챗봇,True
S01634,복잡,상담원,False
S00884,단순,챗봇,False
S00280,단순,챗봇,True
S00294,단순,챗봇,True
S01824,복잡,상담원,True
S00401,단순,챗봇,True
S00123,단순,챗봇,True
S01208,복잡,상담원,False
S00203,단순,챗봇,True
S01463,복잡,상담원,False
S00836,단순,챗봇,True
S00247,단순,챗봇,True
S01440,복잡,상담원,False
S01754,복잡,상담원,False
S01902,복잡,상담원,False
S01708,복잡,상담원,True
S01881,복잡,상담원,False
S01154,복잡,상담원,True
S01662,복잡,상담원,True
S01427,복잡,상담원,False
S00385,단순,챗봇,True
S01759,복잡,상담원,True
S00855,단순,챗봇,True
S01590,복잡,상담원,True
S00220,단순,챗봇,True
S00642,단순,챗봇,False
S00002,단순,챗봇,True
S00113,단순,챗봇,True
S00699,단순,챗봇,True
S01916,복잡,상담원,False
S00952,단순,상담원,True
S01649,복잡,상담원,False
S01637,복잡,상담원,True
S01886,복잡,상담원,False
S01411,복잡,상담원,False
S01410,복잡,상담원,False
S01534,복잡,상담원,True
S01292,복잡,상담원,True
S01809,복잡,상담원,True
S00442,단순,챗봇,True
S01521,복잡,상담원,False
S01137,복잡,상담원,True
S01716,복잡,상담원,False
S01257,복잡,상담원,True
S01864,복잡,상담원,False
S01632,복잡,상담원,False
S01696,복잡,상담원,True
S01398,복잡,상담원,False
S00664,단순,챗봇,True
S01836,복잡,상담원,False
S01258,복잡,상담원,False
S01774,복잡,상담원,False
S01701,복잡,상담원,False
S00318,단순,챗봇,True
S00649,단순,챗봇,True
S01435,복잡,상담원,True
S01480,복잡,상담원,True
S00710,단순,챗봇,True
S01383,복잡,상담원,False
S01283,복잡,상담원,True
S00973,단순,상담원,True
S00628,단순,챗봇,True
S00633,단순,챗봇,True
S01307,복잡,상담원,True
S01401,복잡,상담원,False
S01409,복잡,상담원,False
S01249,복잡,상담원,True
S01953,복잡,상담원,False
S01255,복잡,상담원,False
S01497,복잡,상담원,False
S01372,복잡,상담원,True
S01530,복잡,상담원,True
S01664,복잡,상담원,False
S01355,복잡,상담원,True
S01926,복잡,상담원,True
S01901,복잡,상담원,True
S01644,복잡,상담원,False
S01849,복잡,상담원,False
S00796,단순,챗봇,True
S00646,단순,챗봇,True
S01013,복잡,챗봇,False
S01840,복잡,상담원,False
S00557,단순,챗봇,True
S00682,단순,챗봇,True
S00578,단순,챗봇,True
S01110,복잡,상담원,False
S01267,복잡,상담원,False
S01723,복잡,상담원,False
S01184,복잡,상담원,False
S00525,단순,챗봇,True
S01060,복잡,챗봇,False
S00541,단순,챗봇,True
S01195,복잡,상담원,True
S01679,복잡,상담원,False
S00749,단순,챗봇,True
S01852,복잡,상담원,False
S01431,복잡,상담원,False
S00485,단순,챗봇,True
S01758,복잡,상담원,False
S00096,단순,챗봇,True
S01021,복잡,챗봇,False
S00564,단순,챗봇,True
S01265,복잡,상담원,False
S00743,단순,챗봇,True
S00864,단순,챗봇,True
S01599,복잡,상담원,True
S01715,복잡,상담원,False
S01485,복잡,상담원,False
S00892,단순,챗봇,True
S01578,복잡,상담원,False
S01039,복잡,챗봇,False
S00207,단순,챗봇,True
S00393,단순,챗봇,True
S00795,단순,챗봇,True
S00871,단순,챗봇,True
S00398,단순,챗봇,True
S00767,단순,챗봇,True
S01842,복잡,상담원,False
S01242,복잡,상담원,False
S01029,복잡,챗봇,True
S01793,복잡,상담원,False
S00643,단순,챗봇,True
S01892,복잡,상담원,False
S00613,단순,챗봇,True
S01763,복잡,상담원,False
S00961,단순,상담원,True
S01571,복잡,상담원,True
S00726,단순,챗봇,True
S00684,단순,챗봇,True
S00099,단순,챗봇,True
S00805,단순,챗봇,True
S01752,복잡,상담원,True
S01598,복잡,상담원,False
S00407,단순,챗봇,True
S00503,단순,챗봇,True
S01072,복잡,챗봇,False
S01057,복잡,챗봇,True
S00930,단순,상담원,True
S00780,단순,챗봇,True
S00201,단순,챗봇,False
S00135,단순,챗봇,True
S01052,복잡,챗봇,False
S00041,단순,챗봇,True
S01018,복잡,챗봇,True
S00231,단순,챗봇,True
S01514,복잡,상담원,False
S01797,복잡,상담원,False
S00379,단순,챗봇,True
S00289,단순,챗봇,True
S00419,단순,챗봇,True
S01699,복잡,상담원,False
S00392,단순,챗봇,True
S00593,단순,챗봇,True
S01523,복잡,상담원,False
S01163,복잡,상담원,True
S01087,복잡,챗봇,True
S01496,복잡,상담원,True
S00648,단순,챗봇,True
S01153,복잡,상담원,False
S01368,복잡,상담원,False
S00521,단순,챗봇,True
S01863,복잡,상담원,False
S00065,단순,챗봇,False
S01837,복잡,상담원,True
S00015,단순,챗봇,True
S01181,복잡,상담원,False
S01065,복잡,챗봇,True
S00493,단순,챗봇,False
S00380,단순,챗봇,True
S00188,단순,챗봇,True
S00764,단순,챗봇,False
S00217,단순,챗봇,False
S00792,단순,챗봇,True
S01077,복잡,챗봇,False
S00879,단순,챗봇,True
S00338,단순,챗봇,True
S01773,복잡,상담원,True
S00720,단순,챗봇,False
S01749,복잡,상담원,False
S00296,단순,챗봇,True
S01726,복잡,상담원,False
S01017,복잡,챗봇,True
S01276,복잡,상담원,True
S01751,복잡,상담원,False
S01486,복잡,상담원,False
S00456,단순,챗봇,True
S01997,복잡,상담원,True
S00816,단순,챗봇,True
S01887,복잡,상담원,True
S00270,단순,챗봇,True
S00996,단순,상담원,True
S00202,단순,챗봇,True
S00162,단순,챗봇,True
S01580,복잡,상담원,False
S00730,단순,챗봇,True
S00402,단순,챗봇,True
S00703,단순,챗봇,True
S01501,복잡,상담원,False
S01846,복잡,상담원,True
S01796,복잡,상담원,True
S01130,복잡,상담원,True
S00566,단순,챗봇,True
S01414,복잡,상담원,True
S01022,복잡,챗봇,False
S01026,복잡,챗봇,False
S01412,복잡,상담원,False
S01896,복잡,상담원,False
S01586,복잡,상담원,False
S01105,복잡,상담원,True
S00206,단순,챗봇,True
S00035,단순,챗봇,True
S00776,단순,챗봇,True
S00509,단순,챗봇,True
S01452,복잡,상담원,False
S01479,복잡,상담원,False
S01971,복잡,상담원,True
S01391,복잡,상담원,False
S00092,단순,챗봇,True
S01364,복잡,상담원,True
S00898,단순,챗봇,True
S00565,단순,챗봇,True
S01370,복잡,상담원,False
S00777,단순,챗봇,False
S00242,단순,챗봇,True
S00014,단순,챗봇,True
S00316,단순,챗봇,True
S00601,단순,챗봇,True
S00388,단순,챗봇,True
S01298,복잡,상담원,False
S00167,단순,챗봇,True
S00841,단순,챗봇,True
S00021,단순,챗봇,True
S00647,단순,챗봇,True
S01843,복잡,상담원,False
S01509,복잡,상담원,True
S01155,복잡,상담원,True
S01529,복잡,상담원,True
S00832,단순,챗봇,True
S01268,복잡,상담원,True
S01591,복잡,상담원,False
S01900,복잡,상담원,False
S00563,단순,챗봇,True
S01952,복잡,상담원,True
S00687,단순,챗봇,True
S00958,단순,상담원,True
S00190,단순,챗봇,True
S01807,복잡,상담원,False
S00976,단순,상담원,True
S00700,단순,챗봇,True
S01500,복잡,상담원,False
S01706,복잡,상담원,False
S00511,단순,챗봇,False
S01083,복잡,챗봇,False
S00475,단순,챗봇,True
S01585,복잡,상담원,False
S00857,단순,챗봇,True
S00748,단순,챗봇,True
S00253,단순,챗봇,True
S00022,단순,챗봇,True
S01338,복잡,상담원,False
S00460,단순,챗봇,True
S01185,복잡,상담원,True
S00277,단순,챗봇,True
S00956,단순,상담원,True
S01216,복잡,상담원,False
S00386,단순,챗봇,True
S00806,단순,챗봇,True
S01438,복잡,상담원,False
S01516,복잡,상담원,False
S00344,단순,챗봇,True
S00770,단순,챗봇,True
S01333,복잡,상담원,True
S01686,복잡,상담원,True
S00131,단순,챗봇,True
S01688,복잡,상담원,False
S00872,단순,챗봇,True
S01124,복잡,상담원,True
S01397,복잡,상담원,True
S00088,단순,챗봇,True
S01483,복잡,상담원,False
S00331,단순,챗봇,True
S01239,복잡,상담원,False
S00467,단순,챗봇,True
S00122,단순,챗봇,True
S01639,복잡,상담원,True
S01045,복잡,챗봇,False
S01725,복잡,상담원,True
S01096,복잡,챗봇,False
